,id,url,user,date,content,retweet,like,reply,place,coordinates,lang,media,source,quotecount,quotedtweet
477,1385572444405129218,https://twitter.com/MartiniGuyYT/status/1385572444405129218,https://twitter.com/MartiniGuyYT,2021-04-23 12:33:08+00:00,"@KonomiNetwork If you could make a guide or something that would be good, 95% of people including myself get lost in the complexity of the process of LP on anything other than uniswap",0,12,1,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
478,1385572147582619649,https://twitter.com/MartiniGuyYT/status/1385572147582619649,https://twitter.com/MartiniGuyYT,2021-04-23 12:31:57+00:00,"Believe it or not, i believe this is the start of #Altcoin Season

#Bitcoin dominance looks weak, Altcoins didn’t drop badly, theres clearly more confidence in everything other than #BTC

Hence i think this is it, the start of #Altcoin season

Should i cover this in todays video?",142,1523,297,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",16,
479,1385570507429384196,https://twitter.com/MartiniGuyYT/status/1385570507429384196,https://twitter.com/MartiniGuyYT,2021-04-23 12:25:26+00:00,"I actually think that #Ethereum chart wise is bullish

It came down, retested the outside of the penant and had a significant bounce",7,201,18,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
480,1385567851650686983,https://twitter.com/MartiniGuyYT/status/1385567851650686983,https://twitter.com/MartiniGuyYT,2021-04-23 12:14:53+00:00,"@thecontrarycow You get rich holding bitcoin, it is impossible to get rich selling bitcoin

The getting rich part is in the holding",0,4,1,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
481,1385567282383003649,https://twitter.com/MartiniGuyYT/status/1385567282383003649,https://twitter.com/MartiniGuyYT,2021-04-23 12:12:37+00:00,"@DrMeinheimer He got rich by holding, he did not get rich by selling",0,0,0,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
482,1385567148433629189,https://twitter.com/MartiniGuyYT/status/1385567148433629189,https://twitter.com/MartiniGuyYT,2021-04-23 12:12:05+00:00,@MikeMrad 7,0,3,1,,,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
483,1385567105110716418,https://twitter.com/MartiniGuyYT/status/1385567105110716418,https://twitter.com/MartiniGuyYT,2021-04-23 12:11:55+00:00,@dutchguy1980 Thats very subjective,0,2,1,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
484,1385566983748521986,https://twitter.com/MartiniGuyYT/status/1385566983748521986,https://twitter.com/MartiniGuyYT,2021-04-23 12:11:26+00:00,"@philevoque @FelixTeoChooLi1 Carl is very rich, its not at all fake, but he got rich holding, he didnt get rich by selling",0,2,1,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
485,1385566527613718528,https://twitter.com/MartiniGuyYT/status/1385566527613718528,https://twitter.com/MartiniGuyYT,2021-04-23 12:09:37+00:00,"@George_s66 I held #Bitcoin to get rich, i did not sell #Bitcoin to get rich.",0,4,1,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
486,1385566167729856515,https://twitter.com/MartiniGuyYT/status/1385566167729856515,https://twitter.com/MartiniGuyYT,2021-04-23 12:08:11+00:00,I’ve never met a man that got rich by selling #Bitcoin,17,336,39,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
